group_id,id,geo_name,geo,year,private_area_size,building_type,trd_unit_price,rent_y_unit_price,rent_m_unit_price
"04000KR11","05000KR11260","중랑구","05000KR11260","2016","A","APT",1442.4562741,1137.38741124,8.07132897
"04000KR11","05000KR11260","중랑구","05000KR11260","2017","A","APT",1534.17541237,1239.88996703,8.16830725
"04000KR11","05000KR11260","중랑구","05000KR11260","2018","A","APT",1653.76578935,1252.74952008,8.13539773
"04000KR11","05000KR11290","성북구","05000KR11290","2011","A","APT",1462.12262864,800.93574515,6.39581596
"04000KR11","05000KR11290","성북구","05000KR11290","2012","A","APT",1391.49412909,855.29777295,6.6283385
"04000KR11","05000KR11290","성북구","05000KR11290","2013","A","APT",1387.45309156,924.49021467,6.9847555
"04000KR11","05000KR11290","성북구","05000KR11290","2014","A","APT",1433.00078983,1012.97134651,7.3802604
"04000KR11","05000KR11290","성북구","05000KR11290","2015","A","APT",1536.148464,1166.16262341,8.13812907
"04000KR11","05000KR11290","성북구","05000KR11290","2016","A","APT",1652.80387131,1290.53530082,9.08947523
"04000KR11","05000KR11290","성북구","05000KR11290","2017","A","APT",1762.93922048,1368.30244618,8.86085
"04000KR11","05000KR11290","성북구","05000KR11290","2018","A","APT",1965.20971633,1504.43114812,9.359876
"04000KR11","05000KR11305","강북구","05000KR11305","2011","A","APT",1273.23669237,667.65304603,5.66174366
"04000KR11","05000KR11305","강북구","05000KR11305","2012","A","APT",1235.92499903,732.85460635,5.81400405
"04000KR11","05000KR11305","강북구","05000KR11305","2013","A","APT",1220.92849224,782.26536279,6.14185432
"04000KR11","05000KR11305","강북구","05000KR11305","2014","A","APT",1241.95434065,875.56864397,6.2620026
"04000KR11","05000KR11305","강북구","05000KR11305","2015","A","APT",1277.43546054,975.37957815,6.66022824
"04000KR11","05000KR11305","강북구","05000KR11305","2016","A","APT",1356.83928345,1063.49187946,7.46328636
"04000KR11","05000KR11305","강북구","05000KR11305","2017","A","APT",1505.61994222,1106.17680254,7.14392247
"04000KR11","05000KR11305","강북구","05000KR11305","2018","A","APT",1591.25983212,1160.59912846,7.56240617
"04000KR11","05000KR11320","도봉구","05000KR11320","2011","A","APT",1204.84905348,666.18887792,5.2710443
"04000KR11","05000KR11320","도봉구","05000KR11320","2012","A","APT",1175.31542965,706.39574141,5.26219247
"04000KR11","05000KR11320","도봉구","05000KR11320","2013","A","APT",1137.90005702,759.05153489,5.58375977
"04000KR11","05000KR11320","도봉구","05000KR11320","2014","A","APT",1173.88739878,829.33515776,5.97362294
"04000KR11","05000KR11320","도봉구","05000KR11320","2015","A","APT",1215.97051467,908.65029356,6.55599777
"04000KR11","05000KR11320","도봉구","05000KR11320","2016","A","APT",1301.25005523,1031.66755357,6.87963059
"04000KR11","05000KR11320","도봉구","05000KR11320","2017","A","APT",1397.22877543,1085.19324667,6.46978538
"04000KR11","05000KR11320","도봉구","05000KR11320","2018","A","APT",1499.9048194,1113.6996078,6.50329247
"04000KR11","05000KR11350","노원구","05000KR11350","2011","A","APT",1398.72759582,748.98013638,5.64813367
"04000KR11","05000KR11350","노원구","05000KR11350","2012","A","APT",1309.43173531,793.13521181,5.94851434
"04000KR11","05000KR11350","노원구","05000KR11350","2013","A","APT",1286.8623407,837.52460142,6.15048419
"04000KR11","05000KR11350","노원구","05000KR11350","2014","A","APT",1331.04958166,914.87317598,6.43989808
"04000KR11","05000KR11350","노원구","05000KR11350","2015","A","APT",1388.63147606,1029.54662387,7.33993131
"04000KR11","05000KR11350","노원구","05000KR11350","2016","A","APT",1486.7204246,1139.60340894,7.67220718
"04000KR11","05000KR11350","노원구","05000KR11350","2017","A","APT",1599.12264353,1198.35934397,7.45646695
"04000KR11","05000KR11350","노원구","05000KR11350","2018","A","APT",1750.51071422,1259.11386817,7.16336391
"04000KR11","05000KR11380","은평구","05000KR11380","2011","A","APT",1282.42196605,712.15112585,5.71804944
"04000KR11","05000KR11380","은평구","05000KR11380","2012","A","APT",1288.31002515,755.1271813,6.06256597
"04000KR11","05000KR11380","은평구","05000KR11380","2013","A","APT",1252.22696348,832.04718868,6.74068051
"04000KR11","05000KR11380","은평구","05000KR11380","2014","A","APT",1317.48601406,909.35647982,7.10923833
"04000KR11","05000KR11380","은평구","05000KR11380","2015","A","APT",1369.85135058,999.93154014,7.62002601
"04000KR11","05000KR11380","은평구","05000KR11380","2016","A","APT",1467.16120752,1131.35058516,8.20440641
"04000KR11","05000KR11380","은평구","05000KR11380","2017","A","APT",1632.52824338,1241.27577235,8.71725919
"04000KR11","05000KR11380","은평구","05000KR11380","2018","A","APT",1793.12734338,1301.19344842,8.35347905
"04000KR11","05000KR11410","서대문구","05000KR11410","2011","A","APT",1354.19462778,761.89639122,6.21476475
"04000KR11","05000KR11410","서대문구","05000KR11410","2012","A","APT",1343.99820338,823.60000408,6.63010625
"04000KR11","05000KR11410","서대문구","05000KR11410","2013","A","APT",1331.60658386,883.91690167,7.0390125
"04000KR11","05000KR11410","서대문구","05000KR11410","2014","A","APT",1375.80428492,975.03687774,7.64551242
"04000KR11","05000KR11410","서대문구","05000KR11410","2015","A","APT",1433.27535,1094.01765115,8.18745536
"04000KR11","05000KR11410","서대문구","05000KR11410","2016","A","APT",1599.55920782,1241.52907702,9.2049367
"04000KR11","05000KR11410","서대문구","05000KR11410","2017","A","APT",1828.9731539,1372.61338142,9.3327288
"04000KR11","05000KR11410","서대문구","05000KR11410","2018","A","APT",2082.99731199,1489.12279686,9.62300877
"04000KR11","05000KR11440","마포구","05000KR11440","2011","A","APT",1781.03093439,944.57264986,7.7847398
"04000KR11","05000KR11440","마포구","05000KR11440","2012","A","APT",1764.7204337,1045.72813887,8.19706719
"04000KR11","05000KR11440","마포구","05000KR11440","2013","A","APT",1740.57431629,1126.49767396,8.75406147
"04000KR11","05000KR11440","마포구","05000KR11440","2014","A","APT",1791.83444897,1238.88394626,9.41930539
"04000KR11","05000KR11440","마포구","05000KR11440","2015","A","APT",1934.67980777,1389.2421984,10.48163684
"04000KR11","05000KR11440","마포구","05000KR11440","2016","A","APT",2114.14367784,1612.90380872,12.07532281
"04000KR11","05000KR11440","마포구","05000KR11440","2017","A","APT",2373.43359759,1767.49776838,11.71456212
"04000KR11","05000KR11440","마포구","05000KR11440","2018","A","APT",2826.81677479,1856.78748853,12.59204755
"04000KR11","05000KR11470","양천구","05000KR11470","2011","A","APT",1552.03079326,837.76361015,7.21984416
"04000KR11","05000KR11470","양천구","05000KR11470","2012","A","APT",1469.75191533,883.45669228,7.43339346
"04000KR11","05000KR11470","양천구","05000KR11470","2013","A","APT",1427.40892262,947.8885,7.90587669
"04000KR11","05000KR11470","양천구","05000KR11470","2014","A","APT",1455.53906074,1017.52118782,8.34855341
"04000KR11","05000KR11470","양천구","05000KR11470","2015","A","APT",1514.5071298,1132.78157433,9.51033522
"04000KR11","05000KR11470","양천구","05000KR11470","2016","A","APT",1627.42687695,1277.24128397,10.12842303
"04000KR11","05000KR11470","양천구","05000KR11470","2017","A","APT",1840.7726336,1376.38103996,10.59301707
"04000KR11","05000KR11470","양천구","05000KR11470","2018","A","APT",2044.46549096,1446.40770312,10.5343192
"04000KR11","05000KR11500","강서구","05000KR11500","2011","A","APT",1381.5956596,783.13193171,6.46697585
"04000KR11","05000KR11500","강서구","05000KR11500","2012","A","APT",1311.49540928,838.80521529,6.7358961
"04000KR11","05000KR11500","강서구","05000KR11500","2013","A","APT",1302.00529922,904.77194254,7.2400865
"04000KR11","05000KR11500","강서구","05000KR11500","2014","A","APT",1326.10995888,961.99282898,7.34654744
"04000KR11","05000KR11500","강서구","05000KR11500","2015","A","APT",1419.92579148,1134.24199652,8.3529195
"04000KR11","05000KR11500","강서구","05000KR11500","2016","A","APT",1589.13519559,1248.45394432,8.90509562
"04000KR11","05000KR11500","강서구","05000KR11500","2017","A","APT",1757.69065981,1339.90831594,8.92884433
"04000KR11","05000KR11500","강서구","05000KR11500","2018","A","APT",2002.93652163,1415.52231786,9.28142632
"04000KR11","05000KR11530","구로구","05000KR11530","2011","A","APT",1266.37319484,723.84139388,5.90631373
"04000KR11","05000KR11530","구로구","05000KR11530","2012","A","APT",1245.63142989,771.27891822,6.21754286
"04000KR11","05000KR11530","구로구","05000KR11530","2013","A","APT",1241.38548908,822.92643521,6.46674915
"04000KR11","05000KR11530","구로구","05000KR11530","2014","A","APT",1264.10050554,911.13274634,6.82877862
"04000KR11","05000KR11530","구로구","05000KR11530","2015","A","APT",1289.71576062,1011.63673362,7.59513588
"04000KR11","05000KR11530","구로구","05000KR11530","2016","A","APT",1383.55999628,1136.24713016,7.91211108
"04000KR11","05000KR11530","구로구","05000KR11530","2017","A","APT",1466.23586563,1212.55458767,7.96745239
"04000KR11","05000KR11530","구로구","05000KR11530","2018","A","APT",1658.64099583,1252.13869976,7.96276435
"04000KR11","05000KR11545","금천구","05000KR11545","2011","A","APT",1161.75704656,645.85173529,5.09153934
"04000KR11","05000KR11545","금천구","05000KR11545","2012","A","APT",1124.22788393,700.08192517,5.52024407
"04000KR11","05000KR11545","금천구","05000KR11545","2013","A","APT",1149.09335725,758.861968,5.91754026
"04000KR11","05000KR11545","금천구","05000KR11545","2014","A","APT",1207.79148718,863.31403381,6.69866957
"04000KR11","05000KR11545","금천구","05000KR11545","2015","A","APT",1248.73485838,957.38932231,7.02996049
"04000KR11","05000KR11545","금천구","05000KR11545","2016","A","APT",1323.72511076,992.92019624,7.25742436
"04000KR11","05000KR11545","금천구","05000KR11545","2017","A","APT",1395.18081709,1095.44946063,7.05902235
"04000KR11","05000KR11545","금천구","05000KR11545","2018","A","APT",1513.4613068,1186.99170597,7.01266582
"04000KR11","05000KR11560","영등포구","05000KR11560","2011","A","APT",1769.55287986,920.65363052,6.93377576
"04000KR11","05000KR11560","영등포구","05000KR11560","2012","A","APT",1681.37111931,1004.67155365,7.72621697
"04000KR11","05000KR11560","영등포구","05000KR11560","2013","A","APT",1691.37973092,1119.71918255,8.46576923
"04000KR11","05000KR11560","영등포구","05000KR11560","2014","A","APT",1742.81070745,1233.32083899,9.05133863
"04000KR11","05000KR11560","영등포구","05000KR11560","2015","A","APT",1831.75386152,1391.70509222,10.21910777
"04000KR11","05000KR11560","영등포구","05000KR11560","2016","A","APT",2005.66142122,1513.60961009,10.98583515
"04000KR11","05000KR11560","영등포구","05000KR11560","2017","A","APT",2238.53589038,1647.90967662,10.735885
"04000KR11","05000KR11560","영등포구","05000KR11560","2018","A","APT",2612.30798368,1705.95466181,10.69160233
"04000KR11","05000KR11590","동작구","05000KR11590","2011","A","APT",1714.30654549,934.66453643,7.78352651
"04000KR11","05000KR11590","동작구","05000KR11590","2012","A","APT",1731.72006197,1024.01118433,8.15893098
"04000KR11","05000KR11590","동작구","05000KR11590","2013","A","APT",1686.75573222,1112.22395729,8.79223015
"04000KR11","05000KR11590","동작구","05000KR11590","2014","A","APT",1736.53056347,1212.83497993,9.66649372
"04000KR11","05000KR11590","동작구","05000KR11590","2015","A","APT",1810.38243553,1363.56957251,10.98704933
"04000KR11","05000KR11590","동작구","05000KR11590","2016","A","APT",1991.56737898,1535.72795714,11.72021767
"04000KR11","05000KR11590","동작구","05000KR11590","2017","A","APT",2158.68480997,1660.87373425,11.41794099
"04000KR11","05000KR11590","동작구","05000KR11590","2018","A","APT",2525.9806598,1741.16335576,11.79262455
"04000KR11","05000KR11620","관악구","05000KR11620","2011","A","APT",1466.14921179,867.78371879,7.23790915
"04000KR11","05000KR11620","관악구","05000KR11620","2012","A","APT",1496.35352757,956.83824857,7.84068387
"04000KR11","05000KR11620","관악구","05000KR11620","2013","A","APT",1479.79719835,1003.39343832,8.36520117
"04000KR11","05000KR11620","관악구","05000KR11620","2014","A","APT",1533.5047913,1100.45331731,8.81211326
"04000KR11","05000KR11620","관악구","05000KR11620","2015","A","APT",1560.39978127,1165.40346788,9.3582398
"04000KR11","05000KR11620","관악구","05000KR11620","2016","A","APT",1707.59576558,1359.42522167,10.26525604
"04000KR11","05000KR11620","관악구","05000KR11620","2017","A","APT",1814.98841875,1452.6160966,10.45658235
"04000KR11","05000KR11620","관악구","05000KR11620","2018","A","APT",2003.28668309,1542.09546436,10.68707385
"04000KR11","05000KR11650","서초구","05000KR11650","2011","A","APT",2494.80220296,1252.51958809,10.38400276
"04000KR11","05000KR11650","서초구","05000KR11650","2012","A","APT",2444.40611233,1344.66699538,10.76603955
"04000KR11","05000KR11650","서초구","05000KR11650","2013","A","APT",2343.58450519,1436.10843604,11.25858722
"04000KR11","05000KR11650","서초구","05000KR11650","2014","A","APT",2434.41387481,1581.28327817,12.40628949
"04000KR11","05000KR11650","서초구","05000KR11650","2015","A","APT",2603.88265451,1801.9239632,14.15426174
"04000KR11","05000KR11650","서초구","05000KR11650","2016","A","APT",2857.23903529,1958.53424932,14.93528057
"04000KR11","05000KR11650","서초구","05000KR11650","2017","A","APT",3199.75319318,2095.26459074,15.0281736
"04000KR11","05000KR11650","서초구","05000KR11650","2018","A","APT",3863.78086541,2213.02092116,15.36003304
"04000KR11","05000KR11680","강남구","05000KR11680","2011","A","APT",2893.31970214,1390.47215487,11.27702063
"04000KR11","05000KR11680","강남구","05000KR11680","2012","A","APT",2855.7091954,1453.03555051,11.46508814
"04000KR11","05000KR11680","강남구","05000KR11680","2013","A","APT",2759.98818187,1567.4322159,12.24578256
"04000KR11","05000KR11680","강남구","05000KR11680","2014","A","APT",2859.6111231,1715.97352712,13.25530598
"04000KR11","05000KR11680","강남구","05000KR11680","2015","A","APT",3033.55308269,1972.89732769,14.54228973
"04000KR11","05000KR11680","강남구","05000KR11680","2016","A","APT",3358.79020864,2153.85850634,15.44806101
"04000KR11","05000KR11680","강남구","05000KR11680","2017","A","APT",3774.27347247,2335.10108299,15.55616278
"04000KR11","05000KR11680","강남구","05000KR11680","2018","A","APT",4715.50959809,2448.94499172,16.1344611
"04000KR11","05000KR11710","송파구","05000KR11710","2011","A","APT",2066.67460366,1009.81653427,8.26734831
"04000KR11","05000KR11710","송파구","05000KR11710","2012","A","APT",1953.21408494,1070.11895625,8.67331545
"04000KR11","05000KR11710","송파구","05000KR11710","2013","A","APT",1933.7866178,1165.66318344,9.55895348
"04000KR11","05000KR11710","송파구","05000KR11710","2014","A","APT",1994.1131604,1264.75654938,9.9867282
"04000KR11","05000KR11710","송파구","05000KR11710","2015","A","APT",2068.17894701,1438.38096717,11.25093879
"04000KR11","05000KR11710","송파구","05000KR11710","2016","A","APT",2200.38675488,1558.5657663,11.87613695
"04000KR11","05000KR11710","송파구","05000KR11710","2017","A","APT",2442.4714167,1668.74359552,11.77470436
"04000KR11","05000KR11710","송파구","05000KR11710","2018","A","APT",2947.56053126,1757.57063605,11.88958639
"04000KR11","05000KR11740","강동구","05000KR11740","2011","A","APT",1535.22605129,859.71476122,7.12015305
"04000KR11","05000KR11740","강동구","05000KR11740","2012","A","APT",1530.44774639,945.53722211,7.55289513
"04000KR11","05000KR11740","강동구","05000KR11740","2013","A","APT",1517.70525096,984.77806621,8.03892527
"04000KR11","05000KR11740","강동구","05000KR11740","2014","A","APT",1564.79228727,1108.13000401,8.56673966
"04000KR11","05000KR11740","강동구","05000KR11740","2015","A","APT",1646.02251317,1232.36305078,9.64111861
"04000KR11","05000KR11740","강동구","05000KR11740","2016","A","APT",1770.35473992,1356.29738606,9.95104586
"04000KR11","05000KR11740","강동구","05000KR11740","2017","A","APT",1923.15193486,1505.82774618,9.95748081
"04000KR11","05000KR11740","강동구","05000KR11740","2018","A","APT",2226.9729084,1579.94194989,10.34543444
