,group_id,id,geo_name,region_id,geo,year,private_area_size,building_type,trd_unit_price,rent_y_unit_price,rent_m_unit_price
97,04000KR11,05000KR11410,서대문구,11130,05000KR11410,2012,A,APT,1343.99820338,823.60000408,6.63010625
98,04000KR11,05000KR11410,서대문구,11130,05000KR11410,2013,A,APT,1331.60658386,883.91690167,7.0390125
99,04000KR11,05000KR11410,서대문구,11130,05000KR11410,2014,A,APT,1375.80428492,975.03687774,7.64551242
100,04000KR11,05000KR11410,서대문구,11130,05000KR11410,2015,A,APT,1433.27535,1094.01765115,8.18745536
101,04000KR11,05000KR11410,서대문구,11130,05000KR11410,2016,A,APT,1599.55920782,1241.52907702,9.2049367
102,04000KR11,05000KR11410,서대문구,11130,05000KR11410,2017,A,APT,1828.9731539,1372.61338142,9.3327288
103,04000KR11,05000KR11410,서대문구,11130,05000KR11410,2018,A,APT,2082.99731199,1489.12279686,9.62300877
104,04000KR11,05000KR11440,마포구,11140,05000KR11440,2011,A,APT,1781.03093439,944.57264986,7.7847398
105,04000KR11,05000KR11440,마포구,11140,05000KR11440,2012,A,APT,1764.7204337,1045.72813887,8.19706719
106,04000KR11,05000KR11440,마포구,11140,05000KR11440,2013,A,APT,1740.57431629,1126.49767396,8.75406147
107,04000KR11,05000KR11440,마포구,11140,05000KR11440,2014,A,APT,1791.83444897,1238.88394626,9.41930539
108,04000KR11,05000KR11440,마포구,11140,05000KR11440,2015,A,APT,1934.67980777,1389.2421984,10.48163684
109,04000KR11,05000KR11440,마포구,11140,05000KR11440,2016,A,APT,2114.14367784,1612.90380872,12.07532281
110,04000KR11,05000KR11440,마포구,11140,05000KR11440,2017,A,APT,2373.43359759,1767.49776838,11.71456212
111,04000KR11,05000KR11440,마포구,11140,05000KR11440,2018,A,APT,2826.81677479,1856.78748853,12.59204755
112,04000KR11,05000KR11470,양천구,11150,05000KR11470,2011,A,APT,1552.03079326,837.76361015,7.21984416
113,04000KR11,05000KR11470,양천구,11150,05000KR11470,2012,A,APT,1469.75191533,883.45669228,7.43339346
114,04000KR11,05000KR11470,양천구,11150,05000KR11470,2013,A,APT,1427.40892262,947.8885,7.90587669
115,04000KR11,05000KR11470,양천구,11150,05000KR11470,2014,A,APT,1455.53906074,1017.52118782,8.34855341
116,04000KR11,05000KR11470,양천구,11150,05000KR11470,2015,A,APT,1514.5071298,1132.78157433,9.51033522
117,04000KR11,05000KR11470,양천구,11150,05000KR11470,2016,A,APT,1627.42687695,1277.24128397,10.12842303
118,04000KR11,05000KR11470,양천구,11150,05000KR11470,2017,A,APT,1840.7726336,1376.38103996,10.59301707
119,04000KR11,05000KR11470,양천구,11150,05000KR11470,2018,A,APT,2044.46549096,1446.40770312,10.5343192
120,04000KR11,05000KR11500,강서구,11160,05000KR11500,2011,A,APT,1381.5956596,783.13193171,6.46697585
121,04000KR11,05000KR11500,강서구,11160,05000KR11500,2012,A,APT,1311.49540928,838.80521529,6.7358961
122,04000KR11,05000KR11500,강서구,11160,05000KR11500,2013,A,APT,1302.00529922,904.77194254,7.2400865
123,04000KR11,05000KR11500,강서구,11160,05000KR11500,2014,A,APT,1326.10995888,961.99282898,7.34654744
124,04000KR11,05000KR11500,강서구,11160,05000KR11500,2015,A,APT,1419.92579148,1134.24199652,8.3529195
125,04000KR11,05000KR11500,강서구,11160,05000KR11500,2016,A,APT,1589.13519559,1248.45394432,8.90509562
126,04000KR11,05000KR11500,강서구,11160,05000KR11500,2017,A,APT,1757.69065981,1339.90831594,8.92884433
127,04000KR11,05000KR11500,강서구,11160,05000KR11500,2018,A,APT,2002.93652163,1415.52231786,9.28142632
128,04000KR11,05000KR11530,구로구,11170,05000KR11530,2011,A,APT,1266.37319484,723.84139388,5.90631373
129,04000KR11,05000KR11530,구로구,11170,05000KR11530,2012,A,APT,1245.63142989,771.27891822,6.21754286
130,04000KR11,05000KR11530,구로구,11170,05000KR11530,2013,A,APT,1241.38548908,822.92643521,6.46674915
131,04000KR11,05000KR11530,구로구,11170,05000KR11530,2014,A,APT,1264.10050554,911.13274634,6.82877862
132,04000KR11,05000KR11530,구로구,11170,05000KR11530,2015,A,APT,1289.71576062,1011.63673362,7.59513588
133,04000KR11,05000KR11530,구로구,11170,05000KR11530,2016,A,APT,1383.55999628,1136.24713016,7.91211108
