geo_name,geo,year,item,dt_1yl0000_value
"서울특별시","04000KR11","2013","CA00006108",-1.41
"서울특별시","04000KR11","2014","CA00006108",1.13
"서울특별시","04000KR11","2015","CA00006108",4.6
"서울특별시","04000KR11","2016","CA00006108",2.14
"서울특별시","04000KR11","2017","CA00006108",3.64
"서울특별시","04000KR11","2018","CA00006108",3.3
"서울특별시","04000KR11","2019","CA00006108",0.5
"서울특별시","04000KR11","2020","CA00006108",5.3
